address,floor,plan,price,square
р-н Свердловский, 3/5 эт.,1-к квартира,1 720 000  ₽, 31 м²
р-н Дзержинский, 8/9 эт.,2-к квартира,3 150 000  ₽, 44 м²
р-н Свердловский, 5/5 эт.,2-к квартира,2 400 000  ₽, 44 м²
р-н Мотовилихинский, 2/25 эт.,2-к квартира,4 600 000  ₽, 71.6 м²
р-н Дзержинский, 9/17 эт.,2-к квартира,5 100 000  ₽, 57.5 м²
р-н Индустриальный, 8/9 эт.,2-к квартира,3 400 000  ₽, 49 м²
р-н Индустриальный, 21/25 эт.,1-к квартира,3 550 000  ₽, 49 м²
р-н Дзержинский, 6/25 эт.,3-к квартира,4 237 760  ₽, 69.7 м²
р-н Мотовилихинский, 12/12 эт.,1-к квартира,3 171 840  ₽, 41.3 м²
р-н Кировский, 3/5 эт.,2-к квартира,2 200 000  ₽, 44 м²
р-н Ленинский, 5/5 эт.,3-к квартира,5 000 000  ₽, 78 м²
р-н Дзержинский, 8/10 эт.,1-к квартира,2 800 000  ₽, 37.1 м²
р-н Кировский, 2/5 эт.,2-к квартира,1 650 000  ₽, 36.2 м²
р-н Мотовилихинский, 4/5 эт.,2-к квартира,2 750 000  ₽, 42 м²
р-н Свердловский, 5/5 эт.,3-к квартира,3 800 000  ₽, 61.5 м²
р-н Орджоникидзевский, 1/5 эт.,2-к квартира,1 850 000  ₽, 50.3 м²
р-н Свердловский, 1/5 эт.,1-к квартира,1 800 000  ₽, 30.5 м²
р-н Индустриальный, 2/2 эт.,2-к квартира,1 580 000  ₽, 42.7 м²
р-н Кировский, 15/16 эт.,1-к квартира,2 200 000  ₽, 42 м²
р-н Мотовилихинский, 7/16 эт.,4-к квартира,5 200 000  ₽, 82 м²
р-н Дзержинский, 1/5 эт.,2-к квартира,2 550 000  ₽, 47 м²
р-н Свердловский, 1/5 эт.,3-к квартира,2 380 000  ₽, 61 м²
р-н Орджоникидзевский, 3/10 эт.,2-к квартира,1 872 900  ₽, 52.2 м²
р-н Свердловский, 10/10 эт.,2-к квартира,9 650 000  ₽, 80 м²
р-н Свердловский, 4/5 эт.,1-к квартира,2 190 000  ₽, 29.9 м²
р-н Индустриальный, 1/5 эт.,2-к квартира,2 999 000  ₽, 43.5 м²
р-н Дзержинский, 3/4 эт.,Квартира-студия,1 000 000  ₽, 15 м²
р-н Мотовилихинский, 2/5 эт.,3-к квартира,4 300 000  ₽, 90 м²
р-н Мотовилихинский, 3/3 эт.,1-к квартира,2 750 000  ₽, 37 м²
р-н Ленинский, 5/7 эт.,4-к квартира,10 500 000  ₽, 180 м²
р-н Дзержинский, 4/9 эт.,2-к квартира,2 900 000  ₽, 43 м²
р-н Свердловский, 13/14 эт.,3-к квартира,4 300 000  ₽, 63.4 м²
р-н Дзержинский, 5/24 эт.,2-к квартира,2 817 320  ₽, 41.8 м²
р-н Мотовилихинский, 4/5 эт.,2-к квартира,2 750 000  ₽, 41 м²
р-н Дзержинский, 19/25 эт.,Квартира-студия,3 200 000  ₽, 36.6 м²
р-н Орджоникидзевский, 9/9 эт.,3-к квартира,3 100 000  ₽, 65.7 м²
р-н Индустриальный, 3/5 эт.,3-к квартира,2 750 000  ₽, 58 м²
р-н Дзержинский, 1/9 эт.,3-к квартира,3 250 000  ₽, 70 м²
р-н Кировский, 11/12 эт.,Квартира-студия,2 120 000  ₽, 31 м²
р-н Дзержинский, 3/5 эт.,2-к квартира,2 550 000  ₽, 43 м²
р-н Кировский, 2/10 эт.,1-к квартира,2 200 000  ₽, 38.2 м²
р-н Орджоникидзевский, 3/9 эт.,3-к квартира,2 650 000  ₽, 58 м²
р-н Дзержинский, 1/25 эт.,Квартира-студия,2 500 000  ₽, 29.8 м²
р-н Ленинский, 11/24 эт.,1-к квартира,3 803 000  ₽, 47.3 м²
р-н Индустриальный, 3/5 эт.,3-к квартира,2 900 000  ₽, 62 м²
р-н Дзержинский, 5/9 эт.,2-к квартира,3 200 000  ₽, 52.3 м²
р-н Дзержинский, 1/5 эт.,2-к квартира,2 550 000  ₽, 44 м²
р-н Ленинский, 16/17 эт.,3-к квартира,15 001 000  ₽, 88 м²
р-н Мотовилихинский, 3/6 эт.,1-к квартира,2 350 000  ₽, 36 м²
р-н Кировский, 4/5 эт.,1-к квартира,1 600 000  ₽, 30.4 м²
р-н Свердловский, 14/25 эт.,1-к квартира,3 800 000  ₽, 46 м²
р-н Свердловский, 1/5 эт.,1-к квартира,1 650 000  ₽, 28.5 м²
р-н Индустриальный, 15/20 эт.,1-к квартира,3 100 000  ₽, 43 м²
р-н Свердловский, 4/5 эт.,2-к квартира,2 600 000  ₽, 47 м²
р-н Мотовилихинский, 13/16 эт.,1-к квартира,3 450 000  ₽, 43 м²
р-н Орджоникидзевский, 4/5 эт.,2-к квартира,1 150 000  ₽, 24 м²
р-н Свердловский, 1/9 эт.,1-к квартира,1 450 000  ₽, 21.5 м²
р-н Свердловский, 2/5 эт.,2-к квартира,2 150 000  ₽, 43 м²
р-н Кировский, 4/5 эт.,3-к квартира,2 550 000  ₽, 56.9 м²
р-н Дзержинский, 20/25 эт.,1-к квартира,3 650 000  ₽, 47 м²
р-н Свердловский, 3/9 эт.,3-к квартира,3 100 000  ₽, 61.1 м²
р-н Свердловский, 4/31 эт.,Квартира-студия,3 100 000  ₽, 35.7 м²
р-н Орджоникидзевский, 3/5 эт.,1-к квартира,1 750 000  ₽, 33 м²
р-н Индустриальный, 9/25 эт.,1-к квартира,2 963 400  ₽, 44.9 м²
р-н Мотовилихинский, 2/9 эт.,4-к квартира,4 400 000  ₽, 85.1 м²
р-н Ленинский, 15/17 эт.,2-к квартира,6 300 000  ₽, 84 м²
р-н Кировский, 3/10 эт.,4-к квартира,4 350 000  ₽, 89 м²
р-н Кировский, 10/10 эт.,3-к квартира,3 450 000  ₽, 65 м²
р-н Мотовилихинский, 9/11 эт.,2-к квартира,4 900 000  ₽, 55.5 м²
р-н Дзержинский, 8/10 эт.,1-к квартира,2 800 000  ₽, 37.1 м²
р-н Мотовилихинский, 1/9 эт.,2-к квартира,3 300 000  ₽, 45 м²
р-н Свердловский, 6/9 эт.,3-к квартира,3 350 000  ₽, 59 м²
р-н Дзержинский, 8/9 эт.,2-к квартира,2 500 000  ₽, 48 м²
р-н Мотовилихинский, 2/9 эт.,2-к квартира,3 400 000  ₽, 57 м²
р-н Свердловский, 5/9 эт.,1-к квартира,1 020 000  ₽, 25 м²
р-н Свердловский, 1/5 эт.,1-к квартира,1 920 000  ₽, 31 м²
р-н Мотовилихинский, 3/5 эт.,2-к квартира,2 550 000  ₽, 44.8 м²
р-н Свердловский, 2/10 эт.,3-к квартира,4 930 000  ₽, 68.4 м²
р-н Свердловский, 4/5 эт.,2-к квартира,2 250 000  ₽, 44.2 м²
р-н Свердловский, 5/5 эт.,3-к квартира,3 190 000  ₽, 63 м²
р-н Свердловский, 2/25 эт.,2-к квартира,3 780 000  ₽, 54 м²
р-н Индустриальный, 3/9 эт.,3-к квартира,3 900 000  ₽, 62 м²
р-н Орджоникидзевский, 2/10 эт.,1-к квартира,1 650 000  ₽, 34.2 м²
р-н Свердловский, 8/10 эт.,4-к квартира,5 850 000  ₽, 85.3 м²
р-н Свердловский, 3/5 эт.,1-к квартира,1 800 000  ₽, 32.4 м²
р-н Индустриальный, 12/14 эт.,3-к квартира,3 500 000  ₽, 55 м²
р-н Индустриальный, 3/5 эт.,2-к квартира,3 300 000  ₽, 48 м²
р-н Индустриальный, 7/25 эт.,1-к квартира,3 500 000  ₽, 47.4 м²
р-н Индустриальный, 6/9 эт.,3-к квартира,3 460 000  ₽, 61 м²
р-н Мотовилихинский, 1/5 эт.,Студия,895 000  ₽, 19 м²
р-н Кировский, 3/10 эт.,2-к квартира,2 850 000  ₽, 54 м²
р-н Индустриальный, 7/11 эт.,3-к квартира,6 090 000  ₽, 97 м²
р-н Свердловский, 5/9 эт.,2-к квартира,2 100 000  ₽, 38.4 м²
р-н Свердловский, 2/5 эт.,3-к квартира,2 500 000  ₽, 59.2 м²
р-н Орджоникидзевский, 4/4 эт.,1-к квартира,1 180 000  ₽, 31.7 м²
р-н Свердловский, 5/9 эт.,2-к квартира,2 800 000  ₽, 44 м²
р-н Кировский, 9/16 эт.,1-к квартира,2 299 000  ₽, 40.1 м²
р-н Свердловский, 3/9 эт.,3-к квартира,3 100 000  ₽, 61.1 м²
р-н Индустриальный, 5/5 эт.,3-к квартира,2 600 000  ₽, 42.8 м²
р-н Мотовилихинский, 5/5 эт.,1-к квартира,2 100 000  ₽, 30.7 м²
р-н Свердловский, 6/9 эт.,1-к квартира,2 170 000  ₽, 33 м²
р-н Свердловский, 13/16 эт.,Квартира-студия,1 700 000  ₽, 28.1 м²
р-н Индустриальный, 8/9 эт.,3-к квартира,3 300 000  ₽, 60 м²
р-н Индустриальный, 1/5 эт.,1-к квартира,1 900 000  ₽, 30.3 м²
р-н Мотовилихинский, 3/5 эт.,3-к квартира,2 100 000  ₽, 47.9 м²
р-н Индустриальный, 23/25 эт.,1-к квартира,3 600 000  ₽, 43.8 м²
р-н Орджоникидзевский, 14/16 эт.,3-к квартира,3 100 000  ₽, 73.3 м²
р-н Дзержинский, 15/20 эт.,3-к квартира,6 500 000  ₽, 90.6 м²
р-н Свердловский, 5/9 эт.,3-к квартира,3 900 000  ₽, 60 м²
р-н Дзержинский, 4/5 эт.,2-к квартира,2 300 000  ₽, 46 м²
р-н Индустриальный, 3/5 эт.,2-к квартира,2 450 000  ₽, 48 м²
р-н Индустриальный, 7/22 эт.,2-к квартира,3 280 000  ₽, 50 м²
р-н Свердловский, 10/25 эт.,1-к квартира,1 867 000  ₽, 32.1 м²
р-н Кировский, 9/16 эт.,1-к квартира,2 299 000  ₽, 40.1 м²
р-н Индустриальный, 5/5 эт.,3-к квартира,2 600 000  ₽, 42.8 м²
р-н Мотовилихинский, 5/5 эт.,1-к квартира,2 100 000  ₽, 30.7 м²
р-н Свердловский, 6/9 эт.,1-к квартира,2 170 000  ₽, 33 м²
р-н Свердловский, 13/16 эт.,Квартира-студия,1 700 000  ₽, 28.1 м²
р-н Индустриальный, 8/9 эт.,3-к квартира,3 300 000  ₽, 60 м²
р-н Индустриальный, 1/5 эт.,1-к квартира,1 900 000  ₽, 30.3 м²
р-н Мотовилихинский, 3/5 эт.,3-к квартира,2 100 000  ₽, 47.9 м²
р-н Индустриальный, 23/25 эт.,1-к квартира,3 600 000  ₽, 43.8 м²
р-н Орджоникидзевский, 14/16 эт.,3-к квартира,3 100 000  ₽, 73.3 м²
р-н Дзержинский, 15/20 эт.,3-к квартира,6 500 000  ₽, 90.6 м²
р-н Свердловский, 5/9 эт.,3-к квартира,3 900 000  ₽, 60 м²
р-н Дзержинский, 4/5 эт.,2-к квартира,2 300 000  ₽, 46 м²
р-н Индустриальный, 3/5 эт.,2-к квартира,2 450 000  ₽, 48 м²
р-н Индустриальный, 7/22 эт.,2-к квартира,3 280 000  ₽, 50 м²
р-н Кировский, 2/5 эт.,2-к квартира,1 770 000  ₽, 45 м²
р-н Свердловский, 10/25 эт.,1-к квартира,1 867 000  ₽, 32.1 м²
р-н Кировский, 3/5 эт.,3-к квартира,2 400 000  ₽, 58 м²
р-н Индустриальный, 7/10 эт.,1-к квартира,2 900 000  ₽, 40.1 м²
р-н Мотовилихинский, 5/5 эт.,1-к квартира,2 150 000  ₽, 31 м²
р-н Свердловский, 13/19 эт.,2-к квартира,4 500 000  ₽, 55 м²
р-н Кировский, 5/5 эт.,1-к квартира,1 350 000  ₽, 31 м²
р-н Индустриальный, 10/10 эт.,2-к квартира,3 400 000  ₽, 56 м²
р-н Кировский, 3/5 эт.,3-к квартира,2 100 000  ₽, 48 м²
р-н Орджоникидзевский, 7/16 эт.,1-к квартира,2 150 000  ₽, 34 м²
р-н Свердловский, 2/17 эт.,3-к квартира,4 950 000  ₽, 82 м²
р-н Индустриальный, 7/16 эт.,3-к квартира,4 650 000  ₽, 90 м²
р-н Дзержинский, 10/10 эт.,1-к квартира,2 850 000  ₽, 42 м²
р-н Свердловский, 7/10 эт.,2-к квартира,4 500 000  ₽, 52.9 м²
р-н Свердловский, 7/17 эт.,1-к квартира,2 450 000  ₽, 40 м²
р-н Орджоникидзевский, 2/9 эт.,3-к квартира,2 900 000  ₽, 66.4 м²
р-н Индустриальный, 6/10 эт.,2-к квартира,4 000 000  ₽, 52 м²
р-н Дзержинский, 2/5 эт.,3-к квартира,2 400 000  ₽, 59 м²
р-н Орджоникидзевский, 1/5 эт.,3-к квартира,2 200 000  ₽, 61.4 м²
р-н Мотовилихинский, 4/5 эт.,2-к квартира,2 300 000  ₽, 44.1 м²
р-н Кировский, 4/9 эт.,3-к квартира,3 900 000  ₽, 68 м²
р-н Индустриальный, 3/3 эт.,1-к квартира,1 870 000  ₽, 22 м²
р-н Дзержинский, 1/16 эт.,2-к квартира,3 300 000  ₽, 55.3 м²
р-н Кировский, 6/16 эт.,1-к квартира,2 300 000  ₽, 38 м²
р-н Дзержинский, 6/9 эт.,Квартира-студия,2 800 000  ₽, 33.5 м²
р-н Мотовилихинский, 9/9 эт.,1-к квартира,2 350 000  ₽, 37 м²
р-н Мотовилихинский, 1/9 эт.,2-к квартира,2 760 000  ₽, 53 м²
р-н Дзержинский, 3/5 эт.,2-к квартира,3 300 000  ₽, 45 м²
р-н Кировский, 4/5 эт.,1-к квартира,1 000 000  ₽, 30.7 м²
р-н Дзержинский, 2/10 эт.,4-к квартира,3 900 000  ₽, 82.3 м²
р-н Ленинский, 5/5 эт.,2-к квартира,2 990 000  ₽, 52 м²
р-н Дзержинский, 9/9 эт.,3-к квартира,3 300 000  ₽, 57.2 м²
р-н Свердловский, 3/5 эт.,2-к квартира,2 700 000  ₽, 46 м²
р-н Мотовилихинский, 2/5 эт.,2-к квартира,2 500 000  ₽, 44.2 м²
р-н Орджоникидзевский, 2/9 эт.,3-к квартира,2 900 000  ₽, 66.4 м²
р-н Мотовилихинский, 7/10 эт.,4-к квартира,3 700 000  ₽, 87 м²
